text,label,label_text,word_count
Tell my why my top-up is pending.,47,pending_top_up,7
"
Which cash machines will allow me to change my PIN?",21,change_pin,10
Why did my card payment not work?,25,declined_card_payment,7
What is necessary for the identity verification?,69,verify_my_identity,7
Are you ripping people off with the exchange rate?  It can't be that atrocious between banks.,17,card_payment_wrong_exchange_rate,16
If my card is about to expire how long would it take to receive a new one and how much would that cost me?,9,card_about_to_expire,24
What are the steps to verify identity?,69,verify_my_identity,7
Do yo charge a fee for exchanging foreign currencies?,31,exchange_charge,9
my card was frozen due to putting in the wrong pin too much.  how many tries do i have,26,declined_cash_withdrawal,19
"Can I get money in my home currency at some ATM? I'm on holiday and am a bit concerned because I don't have any cash with me, it is possible to withdraw here already without any additional cost?",76,wrong_exchange_rate_for_cash_withdrawal,38
show me how to top up,62,topping_up_by_card,6
Do you limit my top-ups?,60,top_up_limits,5
I don't see a money transfer yet,48,pending_transfer,7
I need my card right away.,12,card_delivery_estimate,6
What steps do I need to do to delete my account?,55,terminate_account,11
I transferred money from one account to another account and I charged a fee for it. Why is that?,64,transfer_fee_charged,19
What will I need to verify my identity,69,verify_my_identity,8
Is there a way to verify a card top-up?,71,verify_top_up,9
Why did I not get the amount of money I requested?,75,wrong_amount_of_cash_received,11
Are their certain cash machines where I can change my pin?,21,change_pin,11
How does someone else top up my account,62,topping_up_by_card,8
Do you have a list of cards and currencies you support?,54,supported_cards_and_currencies,11
Since when do you charge to make a withdrawal? I've always done it for free. So how much is it now?,19,cash_withdrawal_charge,21
How do I terminate my account.,55,terminate_account,6
The wrong exchange rate applied to my cash withdrawal.,76,wrong_exchange_rate_for_cash_withdrawal,9
How can my friend pay me?,50,receiving_money,6
How do I perform identity checks?,69,verify_my_identity,6
Why isn't my cheque deposit showing on my account?  I though it would be faster and would like to to look into it and help.,6,balance_not_updated_after_cheque_or_cash_deposit,25
I need a new card because the ATM took mine.,18,card_swallowed,10
I would like a virtual card...how do I get one?,40,getting_virtual_card,10
"My phone is lost I don't want someone to use my account, what can I do?",42,lost_or_stolen_phone,16
What currencies can I have?,36,fiat_currency_support,5
What is the process to link the new card?,13,card_linking,9
I need to freeze my card. There are charges on there that i did not authorize. They've been coming out for a couple of days. Can i get this money back?,16,card_payment_not_recognised,31
The transfer that I was trying to complete was declined. What was the cause?,27,declined_transfer,14
Why can't the person I sent the money transfer to see it?,66,transfer_not_received_by_recipient,12
I tried to withdraw 40 pounds but only 20 came out. Did you steal my money?,75,wrong_amount_of_cash_received,16
I was made to pay an additional pound!,34,extra_charge_on_statement,8
How do I query a payment on my card? It looks like I have paid for the same thing twice.,63,transaction_charged_twice,20
I think that the exchange rate was wrong for the payment made last Saturday - I was charged extra.,17,card_payment_wrong_exchange_rate,19
Can I set it up to add money every few days automatically while I am traveling?,4,automatic_top_up,16
Will you be able to exchange to EUR?,36,fiat_currency_support,8
I contacted the seller for a direct refund last week but he still hasn't give me my money. What should I do?,51,Refund_not_showing_up,22
I want to have multiple currencies in my account if possible.,36,fiat_currency_support,11
Why is this payment on my app,16,card_payment_not_recognised,7
How is an exchange rate calculated?,32,exchange_rate,6
I'm still awaiting for the completion of the transaction.,66,transfer_not_received_by_recipient,9
I don't know where a direct debit payment came from,28,direct_debit_payment_not_recognised,10
"So, I am in the middle of purchasing a flat. I need the money for the first mortgage payment and it is not going through. I keep receiving an error. Can you find out what's going on and help me complete this transfer?",35,failed_transfer,43
"I have one of your cards, but I don't know how to link it.",13,card_linking,14
What happens when I money transaction doesn't show up on the receiving side?,66,transfer_not_received_by_recipient,13
You operate in which countries?,24,country_support,5
I have been charged two times for one transaction.,63,transaction_charged_twice,9
My wallet got stolen a couple hours ago and now I've seen there already is a withdrawal. Help this is absolutely urgent I don't want to loose more money,20,cash_withdrawal_not_recognised,29
please delete account,55,terminate_account,3
Where are your cards delivered to?,43,order_physical_card,6
The machine gave me the wrong amount of cash.,75,wrong_amount_of_cash_received,9
Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?,28,direct_debit_payment_not_recognised,20
Does Google Pay offer a top up option?,2,apple_pay_or_google_pay,8
"I was charged for a cash withdrawal, why?",19,cash_withdrawal_charge,8
Where can I modify my information?,30,edit_personal_details,6
"If my PIN number is rejected, how do I solve it?",49,pin_blocked,11
I want to use a payment card to top up my account. How can I do this?,54,supported_cards_and_currencies,17
"I checked my statement and saw a charge of one pound, where is this charge coming from?",34,extra_charge_on_statement,17
Why is there an extra charge on my statement.,34,extra_charge_on_statement,9
If I top up using a European card is there a charge?,57,top_up_by_card_charge,12
Why is my refund not visible on my statement?,51,Refund_not_showing_up,9
Whats the reason for my payment being declined? It looked like everything went through ok and my account was good.,25,declined_card_payment,20
"Hi, I was looking over my card receipts for the past week and I realize I had a charge put through two times for the same single restaurant visit. Can one of the charges be removed so that I can get the money back that was mistakenly taken from my account?",63,transaction_charged_twice,51
HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it?,53,reverted_card_payment?,22
"I tried to withdraw money, but was unable to. Still says that the transaction is pending? Will this money disappear??",46,pending_cash_withdrawal,20
How long does it take to prove my identity?,68,unable_to_verify_identity,9
My statement shows charges for things I never purchased. Were my account details stolen?,22,compromised_card,14
"the product is not working, can I get a refund?",52,request_refund,10
Is there an extra charge to exchange different currencies?,31,exchange_charge,9
Why haven't I gotten my payment yet?,45,pending_card_payment,7
What other currencies are available to change to?,33,exchange_via_app,8
I requested $100 but only got $20,75,wrong_amount_of_cash_received,7
How do I check to see why my card payment was declined?,25,declined_card_payment,12
How long does it take for a transfer to reach my account?,67,transfer_timing,12
"For adding money, which currencies do you accept?",54,supported_cards_and_currencies,8
"Soon my card will expire, how do I get a new one?",9,card_about_to_expire,12
I transferred money to my account but it is not showing.,5,balance_not_updated_after_bank_transfer,11
I entered my pin wrong  too many times.,49,pin_blocked,8
What are the currencies that are accepted to add money?,54,supported_cards_and_currencies,10
How do I re-order a damaged card?,14,card_not_working,7
How long does it take to verify a cash withdraw?,46,pending_cash_withdrawal,10
Foreign currency rates were put in wrong at an ATM i used.,76,wrong_exchange_rate_for_cash_withdrawal,12
"I want to link to my card card with you, how?",13,card_linking,11
why can't my beneficiary make transactions?,7,beneficiary_not_allowed,6
"A strange card payment, I do not recognize it.",16,card_payment_not_recognised,9
"Hi. About two hours ago I made a transfer from my bank which is in the UK, but I don't see it yet! Would you check what's going on with it, please?",5,balance_not_updated_after_bank_transfer,32
My card payment's cancelled,53,reverted_card_payment?,4
I need to order a new card as my old one will expire soon. Can you tell me how to order a new one?,9,card_about_to_expire,24
The exchange rate applied was incorrect when I was traveling outside the country.,76,wrong_exchange_rate_for_cash_withdrawal,13
How to I close my account?,55,terminate_account,6
How do I locate my PIN now that I have my card?,38,get_physical_card,12
Is there extra fees for making a withdraw in a different country at a cash machine.,76,wrong_exchange_rate_for_cash_withdrawal,16
How can I top up with a cheque?,58,top_up_by_cash_or_cheque,8
Are there any top-up limits?,60,top_up_limits,5
"I have tried to submit a transfer a couple of times now, and for some reason, it continues to be unsuccessful. Do you know why this may be?",7,beneficiary_not_allowed,28
"
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?",49,pin_blocked,19
The balance hasn't changed yet after depositing a cheque with some money.,6,balance_not_updated_after_cheque_or_cash_deposit,12
I did not ask for the amount of cash that I received.,75,wrong_amount_of_cash_received,12
Can you explain the various transaction times shown on my statement?,63,transaction_charged_twice,11
My card is due to expire,9,card_about_to_expire,6
My top-up is taking a very long time to complete.,47,pending_top_up,10
Whats the limit on my top up,60,top_up_limits,7
Where can I find an ATM?,3,atm_support,6
Can I choose whether I receive a Visa or a Mastercard card?,73,visa_or_mastercard,12
A payment is pending,45,pending_card_payment,4
There are fraudulent charges that I didn't make on my card. Can you please put in the safeguards necessary to stop this from happening anymore?,22,compromised_card,25
Which ATMs accept this circuit board ?,3,atm_support,7
It looks like my card payment was sent back.,53,reverted_card_payment?,9
"My top-up was cancelled, could my bank be the problem?",61,top_up_reverted,10
My daughter need a card from this account. Is that possible?,39,getting_spare_card,11
The amount of money I pushed at the atm machine did not come out of the machine.,75,wrong_amount_of_cash_received,17
I don't think my top up worked,59,top_up_failed,7
What type of card can I get?,73,visa_or_mastercard,7
I am paid by my employer in GBP; do I need to do anything in the app to indicate this?,50,receiving_money,20
I can't find my phone; what can I do to prevent someone from accessing my account on it?,42,lost_or_stolen_phone,18
What do I do to exchange currency?,33,exchange_via_app,7
i need to proof my identity to you why and how?,74,why_verify_identity,11
How long does a top-up take to go through?,47,pending_top_up,9
Can you please help me in canceling my order.,52,request_refund,9
"I have my card, when whill my PIN be available?",38,get_physical_card,10
How come when I tried to pay contactless at the bus it didnt work?,23,contactless_not_working,14
Can my children have an account?,1,age_limit,6
Why is there a pending hold on one pound on my statement?,34,extra_charge_on_statement,12
I have a card payment that I don't recognize. What should I do?,16,card_payment_not_recognised,13
"I draw out money from your ATM during holidays, and was charged insanely. I wouldn't have done it, if i had a little sense about the shocking charges.",76,wrong_exchange_rate_for_cash_withdrawal,28
I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?,75,wrong_amount_of_cash_received,28
Can I still use my account without verifying my identity?,74,why_verify_identity,10
There are transactions that I don't recognize. What do I do if I think someone is using my card?,22,compromised_card,19
"Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain?",19,cash_withdrawal_charge,34
Why is my transfer pending?,48,pending_transfer,5
I believe my top up was reverted.,61,top_up_reverted,7
Why have I received a rebate for my payment after a week?,53,reverted_card_payment?,12
Is there any fees associated with receiving money with this account?,56,top_up_by_bank_transfer_charge,11
Can I have a mastercard?,73,visa_or_mastercard,5
The ATM didnt let me get cash,26,declined_cash_withdrawal,7
Can I get the Mastercard?,73,visa_or_mastercard,5
Why is the identity check involved?,74,why_verify_identity,6
Why is top up not working for my apple pay app,2,apple_pay_or_google_pay,11
An ATM machine didn't give me back my card.,18,card_swallowed,9
Can you tell me why my card isn't letting me make purchases online? It's been 2 weeks I've been trying.,53,reverted_card_payment?,20
Where do I go to reset the passcode?,44,passcode_forgotten,8
I need to transfer funds from my other bank account into this bank account.,65,transfer_into_account,14
Can I pick a new PIN?,21,change_pin,6
Why am I being charged for getting cash?,19,cash_withdrawal_charge,8
I can't get google pay to work right.,2,apple_pay_or_google_pay,8
I couldn't pay with my card,25,declined_card_payment,6
How do I change my name after marriage,30,edit_personal_details,8
What is the proper way to activate a card?,0,activate_my_card,9
"My statement shows a 1£ purchase pending. I do not remember making this purchase, please let me know what this is about.",34,extra_charge_on_statement,22
A direct debit payment I didn't do shows in my app,28,direct_debit_payment_not_recognised,11
How soon will my balance be updated to reflect my transfer?,5,balance_not_updated_after_bank_transfer,11
Can I deposit a check?,58,top_up_by_cash_or_cheque,5
i need to expedite my card,12,card_delivery_estimate,6
I wanted to withdraw $100 from the ATM but I only got $20,75,wrong_amount_of_cash_received,13
I got less cash because of the exchange rate.,76,wrong_exchange_rate_for_cash_withdrawal,9
Please verify my source of funds.,70,verify_source_of_funds,6
How do I get a spare card?,39,getting_spare_card,7
I need to change my contact information.,30,edit_personal_details,7
WHAT IS THE MAIN REASON OF THIS PROBLEM,14,card_not_working,8
How long until the card arrives?,12,card_delivery_estimate,6
Are there any places that I can't use the disposable cards at?,29,disposable_card_limits,12
I made a payment but the app gave the money back.,53,reverted_card_payment?,11
When will a transfer from the US post?,67,transfer_timing,8
A fee came along with me paying with card,15,card_payment_fee_charged,9
I think the rate that was applied to my purchase using foreign currency is wrong. Help!,17,card_payment_wrong_exchange_rate,16
There was a charge applied when I used my card.,15,card_payment_fee_charged,10
There is a strange card payment I don't recognise.,16,card_payment_not_recognised,9
I do not understand why my pass-code is not working.,44,passcode_forgotten,10
"Money was taken out without my consent,",20,cash_withdrawal_not_recognised,7
I've never been to that store.  That's a fraudulent charge.,16,card_payment_not_recognised,10
Can I change my details because I moved?,30,edit_personal_details,8
What's the exchange fee?,31,exchange_charge,4
"My order hasn't shown up yet, what can I do?",52,request_refund,10
What are my options for holding money in multiple currencies?,36,fiat_currency_support,10
My top up says it is still pending,47,pending_top_up,8
Why is there an unknown card payment?,16,card_payment_not_recognised,7
"I have a cash withdrawal that says it's pending, why?",46,pending_cash_withdrawal,10
Please provide details on how to top up my account using transfer option,65,transfer_into_account,13
Looking at my statement I see that I was double charged for a payment I made.,63,transaction_charged_twice,16
"I am not supposed to be charged a cash withdrawal fee, but I was.",19,cash_withdrawal_charge,14
It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,63,transaction_charged_twice,56
The balance does not appear to have updated.,5,balance_not_updated_after_bank_transfer,8
what is the matter?,28,direct_debit_payment_not_recognised,4
"If I don't live in the UK, can I still get a card?",24,country_support,13
"I was wondering why my payment hasn't gone through yet, its been a while.",45,pending_card_payment,14
Why can't I see my top up?,62,topping_up_by_card,7
What cards and currencies can I use?,54,supported_cards_and_currencies,7
Help me!  I don't know what my password is.,44,passcode_forgotten,9
I forgot the passcode on my app.,44,passcode_forgotten,7
Next time maybe let people know that buying things from another country costs extra. I used my card to purchase an item from another country and I was charged for the item and also an extra fee it looks like. I wasnt aware of this and I think I should get a refund.,64,transfer_fee_charged,53
I prefer Mastecard.,73,visa_or_mastercard,3
How long will it be  before the person I sent money to is able to see it?,66,transfer_not_received_by_recipient,17
There was an extra fee when I was at the ATM.  Why?,19,cash_withdrawal_charge,12
Why hasn't arrived yet a transaction I did to my friend?,66,transfer_not_received_by_recipient,11
I am very upset that i went to use my new card today and it kept getting declined. Why is this happening and what do I do to not have it declined?,25,declined_card_payment,32
Why are my payments not working and show pending?,45,pending_card_payment,9
I need to cancel my recent transfer as soon as possible. I made an error there. Please help before it goes through.,8,cancel_transfer,22
I am not able to make a purchase because there is an issue with my card,53,reverted_card_payment?,16
Please help me.  I am still waiting on a refund.,51,Refund_not_showing_up,10
Why isn't my id verified?,68,unable_to_verify_identity,5
I tried to pay with my card and it didn't work,25,declined_card_payment,11
How can I change USD to GBP?,33,exchange_via_app,7
Can both Visa and Mastercard be chosen?,73,visa_or_mastercard,7
Why am I being charged for transfers? Are they not free?,64,transfer_fee_charged,11
Can I get a card? I live in the US.,24,country_support,10
"If I top up by transfer, am I going to be charged?",56,top_up_by_bank_transfer_charge,12
How can I check on the status of my new card?,11,card_arrival,11
Can I have a duplicate second card?,39,getting_spare_card,7
I would like to dispute a direct debit transaction,28,direct_debit_payment_not_recognised,9
Does the app allowing exchanges between USD and GBP,33,exchange_via_app,9
Can I top-up via Apple Pay?,2,apple_pay_or_google_pay,6
"I need to make a transfer from Europe, how many days does this take?",67,transfer_timing,14
How do I reset my password?,44,passcode_forgotten,6
How can I edit my personal details in the app?,30,edit_personal_details,10
How can I update my personal information after moving?,30,edit_personal_details,9
I think you reverted my top up.,61,top_up_reverted,7
"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",46,pending_cash_withdrawal,27
i'm not satisfied with the services and no longer want to be a customer,55,terminate_account,14
I'm not sure where this charge came from.,16,card_payment_not_recognised,8
I need two cards. Is this possible?,39,getting_spare_card,7
It's only been a few weeks my my top-up got cancelled,61,top_up_reverted,11
where do you find your exchange rates?,32,exchange_rate,7
What's the limit for disposable virtual cards?,29,disposable_card_limits,7
Why was I charged for transferring money?,64,transfer_fee_charged,7
I was checking my statement and my top-up has been reverted,61,top_up_reverted,11
What is this extra fee that I got when I used my card to pay?,15,card_payment_fee_charged,15
Why can't I make a transfer?,35,failed_transfer,6
What countries are you supporting?,24,country_support,5
How long will delivery to the US take?,12,card_delivery_estimate,8
Which countries do you work with?,24,country_support,6
Are there restrictions to transfers to certain accounts?,7,beneficiary_not_allowed,8
Can I order a new card with the app?,9,card_about_to_expire,9
Can top ups be done from an apple watch.,2,apple_pay_or_google_pay,9
Can I use my salary for this?,50,receiving_money,7
Can I have multiple currencies in my account?,36,fiat_currency_support,8
When will my deposit be processed?,6,balance_not_updated_after_cheque_or_cash_deposit,6
What do I do if I have forgotten my passcode?,44,passcode_forgotten,10
How to a go about ordering a disposable virtual card?,37,get_disposable_virtual_card,10
Where do my available funds come from?,70,verify_source_of_funds,7
What is the length of a transaction completion?,66,transfer_not_received_by_recipient,8
Can I transfer money using the SWIFT service?,56,top_up_by_bank_transfer_charge,8
My credit card got declined for top up! What's going on? Can you check on why it didn't go through?,59,top_up_failed,20
I'm unable to verify my identity,68,unable_to_verify_identity,6
"If I bought something I didn't like, can I get a refund?",52,request_refund,12
Is it possible for a transaction to be cancelled?,8,cancel_transfer,9
I moved and need to change my address.,30,edit_personal_details,8
Where can I find how to change my name?,30,edit_personal_details,9
"How long does the ""pending"" period of a transfer take?",48,pending_transfer,10
My virtual card isn't working.,72,virtual_card_not_working,5
"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP.",41,lost_or_stolen_card,37
Do I get charged if I get money?,56,top_up_by_bank_transfer_charge,8
Where did this extra €1 fee on my statement come from?,34,extra_charge_on_statement,11
I have a duplicate charge,63,transaction_charged_twice,5
Can I add money to my account with cash?,58,top_up_by_cash_or_cheque,9
Why did the top-up fail?,59,top_up_failed,5
I have not received the completed transaction.,66,transfer_not_received_by_recipient,7
I need to have an item refunded.,52,request_refund,7
I want to get my hands on one of those virtual cards!,40,getting_virtual_card,12
"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",48,pending_transfer,31
Why am I getting declines when trying to make a purchase online?,27,declined_transfer,12
What are the steps for depositing cash into my account?,58,top_up_by_cash_or_cheque,10
"How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet.",48,pending_transfer,29
Which countries are represented?,24,country_support,4
Why does my identity need to be verified?,74,why_verify_identity,8
Why am I not allowed to transfer money to my cryptocurrency exchange?,7,beneficiary_not_allowed,12
How do I verify my source of funds?,70,verify_source_of_funds,8
I want to op up my account by using bank transfer. How do I go about it?,65,transfer_into_account,17
I just got married and I need to change my name,30,edit_personal_details,11
For some reason I am unable to preform a transfer to a beneficiary.,7,beneficiary_not_allowed,13
Is there a fee for physical cards?,43,order_physical_card,7
why has a cash withdrawal charged me?,19,cash_withdrawal_charge,7
I just moved. How do I give you my new address?,30,edit_personal_details,11
I think my wallet fell out on the Tube today! I realized as soon as I got to my desk. How do I cut off the card?,41,lost_or_stolen_card,27
What locations can I get money from?,3,atm_support,7
"I was checking the app for my account and I noticed there is an authorized charge on it.  I haven't used my card today, so I know I didn't do it.  I would like the transaction reversed and the money replaced.",28,direct_debit_payment_not_recognised,41
What do I do to get ahold of my own card?,43,order_physical_card,11
Some cash has been withdrawn but I didn't do it.,20,cash_withdrawal_not_recognised,10
"If someone in a different country sends me money, do I have to pay a fee?",31,exchange_charge,16
How do I use my card to top up?,62,topping_up_by_card,9
Help me unblock my PIN.,49,pin_blocked,5
When will my transfer process?,5,balance_not_updated_after_bank_transfer,5
My card got charged twice for the same thing!,63,transaction_charged_twice,9
Is it normal to see a fee for transferring money?,64,transfer_fee_charged,10
I'm seeing a direct debit payment that is not me.,28,direct_debit_payment_not_recognised,10
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,15,card_payment_fee_charged,33
Too many times I entered the incorrect PIN.  How can I get my account unblocked?,49,pin_blocked,15
Can you explain to me why a top up would be reverted?,61,top_up_reverted,12
Is it possible to change from AUD to GBP?,33,exchange_via_app,9
What stipulations do disposable cards entail?,29,disposable_card_limits,6
When will it be delivered to the US?,12,card_delivery_estimate,8
I saw a fee on my receipt from withdrawing money while shopping earlier.  Is there supposed to be a fee for this type of transaction?,19,cash_withdrawal_charge,25
How many transactions can I do with a disposable card?,29,disposable_card_limits,10
Can you tell me why my top-up was canceled?,61,top_up_reverted,9
The card payment I made didn't work.,25,declined_card_payment,7
What is the highest amount of top ups I'm allowed?,60,top_up_limits,10
"I accidentally chose to exchange GBP, but I need to pick AUD. How can I change it?",33,exchange_via_app,17
My card is expiring so how fast can I get a new one and how much will it be?,9,card_about_to_expire,19
I would like to exchange currencies on the app. How do I do this?,33,exchange_via_app,14
Why was my top up reverted?,61,top_up_reverted,6
I want to reverse a transaction I did this morning,8,cancel_transfer,10
How do I receive a disposable virtual card?,37,get_disposable_virtual_card,8
I am trying to delete my account.,55,terminate_account,7
Please tell me if I'm going to be charged for sending out more cards?,39,getting_spare_card,14
Can both a Visa and Mastercard be received from you?,73,visa_or_mastercard,10
How can my new card be activated?,0,activate_my_card,7
What currencies do you accept to add money?,54,supported_cards_and_currencies,8
My package is taking too long to arrive and I don't want it anymore. Can I get a refund?,52,request_refund,19
How do I go about transferring money using my credit card?,62,topping_up_by_card,11
how long will my cash withdrawal be pending for?,46,pending_cash_withdrawal,9
"how long does it take to transfer money, my retailer is waiting",66,transfer_not_received_by_recipient,12
I did a cash deposit to my account but my balance is still the same. What happened?,6,balance_not_updated_after_cheque_or_cash_deposit,17
I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,46,pending_cash_withdrawal,19
my cash out is still pending,46,pending_cash_withdrawal,6
May I get my salary paid out in a different currency?,50,receiving_money,11
Why hasn't my account updated?,6,balance_not_updated_after_cheque_or_cash_deposit,5
"Unable to complete transfer, states 'declined'",27,declined_transfer,6
Is there an automatic top up feature?,4,automatic_top_up,7
Can I get a disposable card?  How many can I have?  How often can I use them?,29,disposable_card_limits,17
I am unable to use my card for some reason.,14,card_not_working,10
I finished my transfer. I am having an issue with it still pending. It has been a long time and i'm growing impatient,48,pending_transfer,23
Will there be any extra fees if I exchange currencies?,31,exchange_charge,10
"I think there may be something wrong with my card. I have never had issues with withdraws before, but this morning on the way to work it was suddenly declined.",26,declined_cash_withdrawal,30
Can I convert money into different currencies?,33,exchange_via_app,7
The exchange rate for case abroad is applied wrong.,76,wrong_exchange_rate_for_cash_withdrawal,9
How long do bank transfers take to clear,5,balance_not_updated_after_bank_transfer,8
"While doing a transfer, it says declined.",27,declined_transfer,7
Do you have any options to top up with a cheque on my account?,58,top_up_by_cash_or_cheque,14
I don't know what this Direct Debit payment is.,28,direct_debit_payment_not_recognised,9
What do I do if I see a transaction on my card that I don't recall making?,16,card_payment_not_recognised,17
Do I have to manually top-up my account each time or will it do it on its own?,4,automatic_top_up,18
my google pay seems to be acting up.,2,apple_pay_or_google_pay,8
"I went to look at my top-up and it was canceled, can you tell me why this happend?",61,top_up_reverted,18
Report stolen card,41,lost_or_stolen_card,3
Where can I withdraw money from?,3,atm_support,6
Please provide me with the restrictions of the disposable cards.,29,disposable_card_limits,10
What do I need for the verification check?,69,verify_my_identity,8
I'm not able to verify my identity.,68,unable_to_verify_identity,7
It says the transfer wasn't accepted.,27,declined_transfer,6
Where do i go to receive a virtual card,40,getting_virtual_card,9
What do you require to verify someone's identity?,69,verify_my_identity,8
Can someone help with my passcode?,44,passcode_forgotten,6
Can you explain more about why should I verify my identity?,74,why_verify_identity,11
"I purchased something and the seller hasn't received the money yet, but it has been deducted from my account.",53,reverted_card_payment?,19
My salary is deposited in GBP. Do I need to choose the currency?,50,receiving_money,13
I have an unknown direct debit payment on my account,28,direct_debit_payment_not_recognised,10
Why doesn't it work when I use American Express to try to add money to my account?,54,supported_cards_and_currencies,17
My top up was denied,59,top_up_failed,5
I made a payment but the app cancelled it.,53,reverted_card_payment?,9
Why does my transfer say it is pending?,48,pending_transfer,8
"I should only have one charge, but it shows two.",63,transaction_charged_twice,10
The recipient can not locate funds.,66,transfer_not_received_by_recipient,6
There's a payment with my card that I definitely didn't create. I don't know anyone by that name.,16,card_payment_not_recognised,18
"After putting in the wrong PIN too many times, I was blocked. Can you assist me in changing it?",49,pin_blocked,19
Please tell me where I can update my details since I moved.,30,edit_personal_details,12
How can I link the new card?,13,card_linking,7
Why was I charged a fee for transferring money,64,transfer_fee_charged,9
Why are there fees for using a card?,15,card_payment_fee_charged,8
Do you need my birthdate?,74,why_verify_identity,5
What types of top-up methods do you accept?,58,top_up_by_cash_or_cheque,8
"Do you hold money and if so, what currencies do you accept?",36,fiat_currency_support,12
What fiat currencies are supported?,36,fiat_currency_support,5
I need assistance addressing a direct debit that I did not do myself.,28,direct_debit_payment_not_recognised,13
What do I do if the ATM swallowed my card?,18,card_swallowed,10
"Someone has copied my card. I have my card with me, but someone just made a 500£ cash withdrawal. Please help now.",20,cash_withdrawal_not_recognised,22
can you share card tracking number?,11,card_arrival,6
I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,46,pending_cash_withdrawal,21
Canceling my order is what I need to do right now.,52,request_refund,11
What does the €1 fee mean?,34,extra_charge_on_statement,6
Is there a limit to a disposable virtual card?,29,disposable_card_limits,9
I have a question about fee for cash withdraw.,19,cash_withdrawal_charge,9
I have no idea why but my transfers keep getting declined. I have double checked all the recipient details several times already and they're definitely correct.,27,declined_transfer,26
What is the top-up limit on my cards?,60,top_up_limits,8
My card needs to be topped up.,62,topping_up_by_card,7
Is USD free to top up with a US card?,57,top_up_by_card_charge,10
"i have been trying to add money with apple pay but it wont work, why?",2,apple_pay_or_google_pay,15
My card was declined at a restaurant today and I am not sure why.,14,card_not_working,14
What fees are charged when I top up,57,top_up_by_card_charge,8
Is there a limit on disposable cards?,29,disposable_card_limits,7
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,75,wrong_amount_of_cash_received,21
What is the process for activating my new card?,0,activate_my_card,9
Why is my ATM withdrawal still pending?,46,pending_cash_withdrawal,7
I do not understand what this particular direct debit is ?,28,direct_debit_payment_not_recognised,11
"I received a ""declined"" message when doing a transfer",27,declined_transfer,9
There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account.,28,direct_debit_payment_not_recognised,29
Shopping on line I was declined when trying to buy something.,27,declined_transfer,11
"Hi, I have done a topup, but my money was reverted. Please look into this issue.",61,top_up_reverted,16
What is the charge for exchanging currencies?,31,exchange_charge,7
"Hello, I have recently made a purchase and have decided to cancel my purchase. Is there any way that you can cancel that transaction for me so I can get the money back? It's very important.",52,request_refund,36
Which cards are accepted for topping up?,54,supported_cards_and_currencies,7
Fees for currency exchange,31,exchange_charge,4
How can I check if I have received a refund if it is not yet on my statement?,51,Refund_not_showing_up,18
My friend would like to send me money. What are the options available to them?,50,receiving_money,15
My transfer failed to a beneficiary,7,beneficiary_not_allowed,6
I happened to forget my password,44,passcode_forgotten,6
"I can't make any transfers, they won't go through, the details are correct as I checked them.  Can you look in to this please?",27,declined_transfer,24
Can you help me? I have a duplicate transaction on my account and I don't understand why.,63,transaction_charged_twice,17
Can someone else use my account if they have my phone?  I lost mine.,42,lost_or_stolen_phone,14
"One of my charges was declined, but the second one went through.  But I notice on my App that one of them has gone through, and the other one is still pending.  Please ensure that only one charge is processed. Thanks",63,transaction_charged_twice,41
"If I ordered my new card last week, how much longer should I wait to receive it?",11,card_arrival,17
I have been waiting over a week. Is the card still coming?,11,card_arrival,12
My cash received does not match what has been requested,75,wrong_amount_of_cash_received,10
Why hasn't my son received the transfer I sent to him earlier?,66,transfer_not_received_by_recipient,12
Where do I activate my card?,0,activate_my_card,6
European bank card for top up will come with any extra fees?,57,top_up_by_card_charge,12
I accidentally put in the wrong pin too many times and now I need to unblock it. Can you assist with this?,49,pin_blocked,22
"After I deposited my cash, I still don't see it in my account.",6,balance_not_updated_after_cheque_or_cash_deposit,13
"My card is about to expire, what do I do?",9,card_about_to_expire,10
Are there charges for cash withdrawals?,19,cash_withdrawal_charge,6
Can you please explain why I was charged an extra fee for my transfer?,64,transfer_fee_charged,14
Who can send me money?,50,receiving_money,5
